Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
Item-15,Business Professional Account Object Type not in Vault CRM - causing Layout Profiles to fail,Justin,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"Customer: SYNEOS
Job ID: 795a4337-8c42-4eb6-9
Lines 7733 - 7739

value [Objecttype.account__v.business_professional__v] does not resolve to a valid [Objecttype]

---
10/23: Business Professional most often used in Japan (related to Child Account)--this is being deprecated in Vault today. Need to understand Product direction -- how to migrate Business Professional accounts if this is going to be deprecated? May not be immediately relevant for SMBs, will be needed for larger customers with Japan pods. Errors are currently cascading
10/25: Should add this to the list for Product to review. Need to understand path forward.
11/5: This issue is still present

11/13: This issue is present for Santhera (job id 5329806a-4fa3-4cd3-b rows 18044 to 18061), Clinigen (job id 4d3c6bc5-98b3-46e4-b rows 16771 to 16788). In both cases Migrator is trying to map Business_Professional_vod to business_professional__v

11/14 Checked both Santhera & Clinigen  Veeva CRM and in both cases the Business_Professional_vod RT is not active on PersonAccount - looking at the profiles this RT is not assigned to any profiles. It does however have page layouts assigned. I think Migrator should a) not be creating the object type in the first place as it is inactive and b) not trying to assign the related page layout to the layout profile which is then causing the layout profile failures",https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905,"Syneos: 39 ETL Row Errors

Causing page layout failures that cascade to layout profile failures across numberous customers. Significant manual effort to reconfigure","ALMAC, Clinigen, Santhera, Syneos NA GDO, Bayer - GDO","[AK 11/18] Devs looked at this and don't see an obvious reason for the behavior, opened an investigation. If confirmed to be a bug, I will update the fix version accordingly",https://jira.veevadev.com/browse/VCRM-53232,243.2.10, 10 Jan 25,Yes,Yes,,,,,,,,,1,0,4,Yes,10/23/2024,01/25/2025,94,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=47:47,47
Item-53,Data Migration Error regarding Contact object records,Sandor,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Customer Name: ALMAC
Job ID:

Error Type INVALID_DATA Invalid value(s) [00358000010cjnmAAA] specified for parameter [person__v.legacy_crm_id__v] : Object field value(s) do not resolve to a valid active [person__v.legacy_crm_id__v];

Issue is on event_attendee__v but it is related to Contact object. Mapping of object is correct, Migrator extracted it, but never loaded it and the issue does not show up in the Data Migration Success or Error file. What exactly is migrator doing with Contact extract and transform person__v?

2 Dec: Sandor to check there are no data records failing to load due to contacts on Medical Event Attendee

10 Dec: Reduced number of Event Attendees failing for Almac. The issue is that the Event Attendee records that are referencing to a personAccount = true in Salesforce, are migrated to Vault without any reference to either Account or Person records. Would it be possible for Migrator to re-map to the Person record?",https://drive.google.com/drive/folders/1wLC03UF26K436ymM096-x-CnLU1ycgFW?usp=sharing,,Almac,[AK] Contacts that have IsPersonAccount = True should not be migrated.,https://jira.veevadev.com/browse/VCRM-48556,,,No,,,,,,,,,,,,,,11/4/2024,02/02/2025,90,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=48:48,48
Item-23,"Labels, Help  cannot be translated due to ""Not Supported"" issue",Jarek,8. Resolved,,2 Medium,Migrator,Issue,Translation,"Not supported message for various translations. 592 examples for Santhera here

Customer: Santhera
Job: a13d9201-fede-4328-9

line 147,888: Translation of ""vobjectField.address__v#state_nwk__c.label"" not supported

""Customer: Santhera
Job: a13d9201-fede-4328-9

line 14: Translation of """"layout.content_group_clm_presentation_layout__c#fields__c.sectionLabel"""" not supported""
--

11/11: Does not appear to be related to accented characters. Almac also has this issue. Added Almac URL to the latest Almac run
11/14: Some of these translation errors may resolve when the unaassigned page layout issues is resolved. 
11/21: Per AK comments, these may get resolved with Item-15 (unassigned page layouts issue) is resolved. Nastya, is there an update on the ones where it was not clear why it failed?

Retest this on R3.0

10th Dec: Customer Almac still has 1650 translation failures across labels and help content flagged as ""not supported"" - Job ID: b8f92d2e-535a-47be-b

12/10: Product to review to determine why these are failing.",https://drive.google.com/file/d/1wcJS3fWn9uJJEQWh_ltWT_icQwZVa9dp/view?usp=drive_link,,"Santhera, Almac","Is this related to accented characters?
Example: DE_Baden-Württemberg 

[AK 11/13] - engineering looked at this, this is not related to accented characters. Most are unassigned pagelayouts, some are due to cascading metadata failures (non-processed formula fields, pagelayout failed to load, etc). The only ones that are not clear why they failed are below: layout.office_address_layout1__c#address_types__c.sectionLabel
layout.office_address_layout1__c#contact_information__c.sectionLabel
layout.office_address_layout1__c#office_information__c.sectionLabel
layout.office_address_layout1__c#sample_information__c.sectionLabel

[AK 11/26]  Engineering cannot determine the reason for office layout related failure. The ask is to re-run this on 3.0 and see if the issue persists

[AK 12/4] Closed jira, will reopen if there are still issues after retest",https://jira.veevadev.com/browse/VCRM-51920,243.0.10, 5 Dec 24,Yes,No,,,,,,,,,0,0,1,Yes,11/5/2024,02/02/2025,89,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=50:50,50
Item-132,SCALING: Components from managed packages should not be migrated to avoid IP infringement,Ben,0. Rejected,,2 Medium,Services,Action,Methodology,"Many SFDC orgs contain config and data from Managed Packages (MPs) installed from the AppExchange. 

Given that MPs are the author's IP, we should add standard ignores for all MP related config to avoid IP infringements. Services has gathered a list of components from the most frequently used MPs - suggest product loads the list of MP objects and perm sets as standard ignores

2 Dec: Services to try a migration after loading these as custom ignores - Ben find right customer

2 Feb: Using Custom App and Custom Object ignores for BI to do this so moving to closed",,Workaround is to add MP components as custom ignores for each migration,All,Use custom App and custom object ignores to get rid of any managed packages,,,,,,,,,,,,,,,,,Yes,11/23/2024,02/02/2025,71,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=56:56,56
Item-24,Different Object Page Layouts fail due to incorrect field API Name.,Justin,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"Customer: ARVINAS
Job: 0603763f-3014-4395-8

Lines 11330, 11331, 11332: value [object_recordtype_id__v] does not resolve to valid active [vault:page.vault:section.vault:detailform.vault:field.reference]

Customer: IMMUNOVANT
Job: d12829bf-2002-4673-9

Lines 10056, 10058: value [object_recordtype_id__v] does not resolve to valid active [vault:page.vault:section.vault:detailform.vault:field.reference]

---
10/24: This is for HTML Report. Looking for object_recordtype_id__v but in Vault field is object_recordtype__v. Ultimately this impacts the data and will cause failures when the data comes over.
10/25: Ignores may have masked some of these universal errors. Mimi needs to pull together a list of standard ignores/overrides, which would include this.
10/31: Confirmed that this will be added to standard ignores, pending response from Product.",https://docs.google.com/spreadsheets/d/12Y3Avsw18tRjXw-sCFTMek0WlJXn6gDQ/edit?gid=2142643575#gid=2142643575,"Immunovant: 2 ETL Rows
Arvinas: 3 ETL Rows

Workaround: Adjst and Data Load","Arvinas, Immunovant","Release fix 11/15

JH 12/8: This is still an issue for:
-Arvinas: Job ID: 3647d55d-7785-4dc3-9
-Immunovant: Job ID: 3647d55d-7785-4dc3-9
",https://jira.veevadev.com/browse/VCRM-46338,243.0.10, 5 Dec 24,No,No,,,,,,,,,0,0,2,,10/24/2024,02/02/2025,101,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=68:68,68
Item-194,Discovery Report message has old platform limits,Ben,8. Resolved,,2 Medium,Migrator,Issue,Discovery,"Customer GSK
Job ID: 
49b7d498-0e99-4bd0-9

Example: ""Fields - Maximum Formula Fields (25)"" Rows 3753, 3754, 3755",,,All,,https://jira.veevadev.com/browse/VCRM-60471,243.2.30, 24 Jan 25,,,,,,,,,,,,,,,01/15/2025,01/25/2025,10,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=69:69,69
Item-160,Field Conversion issue in Config data ,Jarek Tyrka,8. Resolved,,3 Low,Migrator,Issue,ETL - Metadata in Data,"Customer : Clinigen
job id:  4fabbb86-6f40-47aa-8

when running migration with this version v24.3 of Migrator 
about 20  errors marked as Filed Coversion Issue appeared in the config data log after running the migration for Clinigen , please have a look at one of them METADATA_DATA_ETL_RESULTS_V64000000016037_4fabbb86-6f40-47aa-8

there are also warinings and a lot of  records marked 'deleted' in the log ??? 

the same errors for the the job: 09c7d816-2492-4526-b ( run for migration to prod with version 
v24.3-31 of Migator ) 

regarding this phase of the migration process  there's a regression as with previous version we had no errors  - please have a loook at this log METADATA_DATA_ETL_RESULTS_V64000000013018_2da5a948-828d-4927-9 - related to job id. 2da5a948-828d-4927-9 ( run with this version of migrator 
v24.2.3-51 ) 


Update 07.01.2025 
the same errors for the the job: 09c7d816-2492-4526-b ( run for migration to prod with version 
v24.3-31 of Migator ) METADATA_DATA_ETL_RESULTS_V6400000001L027_09c7d816-2492-4526-b",,manual load of VMOC/ Veeva Messges from one of the instances where we prepare rebuild phase ,Clinigen,"[AK 01/21] Here is the analysis of other issues from the spreadsheet.

- Line 4: Conversion of `Account.Website` - Support for this field was added as part of VCRM-56250 in release 243.2.10.

- Lines 223684-223692 and 223708 - These are caused by the limitation of the library that's used for SOQL to VQL translation; they are reported in VCRM-61062. It's expected that the issue on the lines 223691-223693 will stay, as the complexity of the query exceeds the capability of the translator, but other issues are expected to get resolved.

- Lines 223694-223703, 223707, 223709 have been addressed in VCRM-58464 and it's targeted for release 24R3.4. Note - these records should be ignored, and after the fix they won't be migrated.

- Lines 223704-223705 - Does the migration project defines an override for the object `TOV_Event_Hospitality_Package__c`? If not, this custom object name can't be converted, so it's an expected message.

- Line 223706 - Incorrect data. The clause `WHERE (((Profile_vod_c = NULL) OR (Profile_vod_c = @@USER_PROFILE_ID@@))` is missing ')', as correctly stated in the error message.

- Line 223708 - Incorrect data. The clause `WHERE Account_vod_r.Name != null AND Inactive_vodc = FALSE` is invalid. It probably was intended to be `WHERE Name != null AND Inactive_vod_c = FALSE`",https://jira.veevadev.com/browse/VCRM-58703,,,,,,,,,,,,,0,0,1,,12/09/2024,01/25/2025,47,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=92:92,92
Item-168,Data Load Post Processing Error ,Justin,8. Resolved,,3 Low,Migrator,Issue,ETL - Data,"Job ID: 260456a6-010f-4341-b
Customer: Inhibrx

We are seeing Data Load Post Processing being marked as 'Complete - Error'. Not sure what this means as there is no file or further details and have not seen it until we started doing Customer Domain Migrator runs

---
12/17: Uri to check with product team. Does not appear to be directly related to delta runs--it is related to the customer domains.",,,"Inhibrx, AlfaSigma, Arvinas","[AK 12/20] Root cause: When we don't enable the applications on the target vault and trying to query the object trowing the error which is stopping the job.

There should be a long term solution in place, but I think until then we can lower the priority of this. ",https://jira.veevadev.com/browse/VCRM-57457,243.2.10, 10 Jan 25,,,,,,,,,,,0,0,2,,12/18/2024,01/25/2025,38,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=95:95,95
Item-203,Page Layout Recreate MDL format issue (EM),Ben,8. Resolved,,3 Low,Services,Action,Rebuild,"In the error log for page layout recreate MDL each row has double quotation marks ("""") around each variable so fails when we try to run it. When we find/replace to have single quotation marks ("") the MDL runs fine. Here is an example

1/22: Also occuring for BMS, unsure what root cause is at the moment. Need to do find & replace before loading.
1/24: If the file is renamed to .csv, then double quotes issue should go away.",Page Layout MDL,,,,,,,,,,,,,,,,,,,,,01/22/2025,01/22/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=111:111,111
Item-177,Scaling:  Prevent Cross Object SFDC Formulas causing cascading work,Ben,0. Rejected,,1 High,Migrator,Enhancement,ETL - Metadata,"SFDC cross-object formula fields are currently treated like regular formula fields by migrator when the Vault equivalent is actually Lookup fields. Services needs a way to avoid failures based on the cross-object formula format causing cascading failures. This means additional manual effort rebuilding lookups, adding them to page layouts, objecttypes and setting up FLS.

4 Feb: On analysis, Cross object formulas in SFDC seem to migrate correctly to formula fields in Vault. Given the complexity of converting from x-object formula to lookup and the low impact closing resolved",,,All,[AK 02/04] Did some analysis of GSK EU2 migrationa and I don't see an issue with crossobject references translations in formulas overall.,,,,,,,,,,,,,,,,,Yes,01/08/2025,02/05/2025,28,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=10:10,10
Item-210,Scaling: Edit MDL step that allows us to tweak MDL and upload into migrator before running,Ben,0. Rejected,,2 Medium,Migrator,Enhancement,ETL - Metadata,,,,,Use the Metadata ETL Helper on the Tools POrtal to edit and redepoy failed MDL,,,,,,,,,,,,,,,,,Yes,02/02/2025,02/04/2025,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=20:20,20
Item-199,SCALING: Give services users the permission to load overrides and ignores,Ben,0. Rejected,,2 Medium,Migrator,Enhancement,Migrator Users,Loading overrides and ignores  permission for Migratio Ops Users. Add validation rules to prevent format issues via both UI and data load.,,,All,Only Product Team can load Overrides and Ignores,,,,,,,,,,,,,,,,,Yes,01/22/2025,02/04/2025,13,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=25:25,25
Item-196,Add reason Attachments skipped to log,Ben,8. Resolved,,2 Medium,Migrator,Issue,Attachments,"Customer: Bayer - Job ID: 
2cfd047a-81b4-46b1-a

Attachments are getting skipped and do not show in the log.

2 Feb:  [BL] Can we update the attachment load log to show the reason for attachments being skipped?

4 Feb: Nastya confimed attachments skip because 1) record gfailed to load, 2) record filtered out due to date",,,Bayer - GDO,"[AK 01/16] Response based on engineering analysis: Based on an initial investigation, it seems that 580 attachments were skipped because they did not have a mappable parent record. Looking at the transformed CSV, there are 580 entries in the file without a parent record ID. This occurred because the parent either failed to load or was filtered out. We do not filter out the attachments when filtering out data records, so they show up as skipped attachments. No attachments failed to load, so these results are expected.",https://jira.veevadev.com/browse/VCRM-60815,,,,,,,,,,,,,1,0,0,,01/16/2025,02/04/2025,19,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=26:26,26
